Vendor,Posts per Week,Avg Views,Top Post Views,Top Post Summary,Avg Price (Birr),Lending Score
shageronlinestore,17.5,4393.33,5961,Garlic press Chopper Kitchen ginger garlic press.Quick grinding.Saving you time....,2161.29,2643.0
